"","Brand","Price..INR.","Mileage","Seating.Capacity","Vehicle.Type","Fuel.Type","Transmission","Parking.Sensor","Airbag","Cruise.Control","Keyless.Entry","Alloy.wheels","ABS","Climate.Control","Rear.AC.Vent","Power.Steering","cluster","name"
"522","Renault",854100,21.64,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Renault Scala Diesel RxE"
"523","Renault",906000,21.64,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Renault Scala Diesel RxL"
"524","Renault",937400,17.97,5,"Sedan","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Renault Scala RxL AT"
"525","Renault",997800,21.64,5,"Sedan","Diesel","Manual","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3,"Renault Scala Diesel RxZ"
"526","Renault",1030200,17.97,5,"Sedan","Petrol","Automatic","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3,"Renault Scala RxZ AT"
"527","Honda",742000,17.8,5,"Sedan","Petrol","Manual","No","Yes","No","No","No","Yes","No","No","Yes",3,"Honda City i VTEC E"
"528","Honda",804000,17.4,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Honda City i VTEC S"
"529","Honda",849000,17.4,5,"Sedan","Petrol","Manual","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3,"Honda City i VTEC SV"
"530","Honda",862000,26,5,"Sedan","Diesel","Manual","No","Yes","No","No","No","Yes","No","No","Yes",3,"Honda City i DTec E"
"531","Honda",899000,17.4,5,"Sedan","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda City i VTEC V"
"532","Honda",924000,26,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Honda City i DTec S"
"533","Honda",949000,18,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3,"Honda City i VTEC CVT SV"
"534","Honda",966000,26,5,"Sedan","Diesel","Manual","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3,"Honda City i DTec SV"
"535","Honda",993000,17.4,5,"Sedan","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda City i VTEC VX"
"536","Honda",1016000,26,5,"Sedan","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda City i DTec V"
"537","Honda",1098000,18,5,"Sedan","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda City i VTEC CVT VX"
"538","Honda",1110000,25.1,5,"Sedan","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda City i DTec VX"
"539","Mahindra",745264,14.95,9,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo D2 Maxx"
"540","Mahindra",759062,14.95,9,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo D2 Maxx BSIV"
"541","Mahindra",765264,13.6,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo D2 BS III"
"542","Mahindra",779061,13.6,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo D2"
"543","Mahindra",807137,13.6,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo D4 BS III"
"544","Mahindra",820933,13.6,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo D4"
"545","Mahindra",864129,14.02,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Mahindra Xylo H4"
"546","Mahindra",888450,14.02,7,"MUV","Diesel","Manual","No","No","No","No","No","Yes","No","Yes","Yes",2,"Mahindra Xylo H4 ABS"
"547","Mahindra",978884,14.02,8,"MUV","Diesel","Manual","No","No","No","Yes","No","Yes","No","Yes","Yes",2,"Mahindra Xylo H8"
"548","Mahindra",1018344,14.02,8,"MUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Xylo H8 ABS with Airbags"
"549","Mahindra",1102144,14.02,8,"MUV","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Xylo H9"
"550","Mahindra",1108005,14.02,8,"MUV","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Xylo H9 Pearl White"
"551","Fod",747483,17,5,"Sedan","Petrol","Manual","No","Yes","No","No","No","Yes","No","No","Yes",3,"Ford Fiesta 1.5P Ambiente"
"552","Fod",915185,17,5,"Sedan","Petrol","Manual","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3,"Ford Fiesta Petrol Titanium Plus"
"553","Fod",929329,23.5,5,"Sedan","Diesel","Manual","No","Yes","Yes","No","No","Yes","Yes","No","Yes",3,"Ford Fiesta Diesel Style"
"554","Fod",929329,16.97,5,"Sedan","Petrol","Automatic","No","Yes","Yes","No","No","Yes","Yes","No","Yes",3,"Ford Fiesta AT Style"
"555","Fod",1000899,16.97,5,"Sedan","Petrol","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3,"Ford Fiesta AT Titanium Plus"
"556","Fod",1031977,23.5,5,"Sedan","Diesel","Manual","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3,"Ford Fiesta Diesel Titanium Plus"
"557","Ashok Leyland",749000,19.5,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Ashok Leyland Stile LE"
"558","Ashok Leyland",799990,19.5,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Ashok Leyland Stile LS 8 Seater"
"559","Ashok Leyland",829990,19.5,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Ashok Leyland Stile LX 8 Seater"
"560","Ashok Leyland",849990,19.5,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Ashok Leyland Stile LS"
"561","Ashok Leyland",879990,19.5,7,"MUV","Diesel","Manual","No","No","No","No","Yes","No","No","Yes","Yes",2,"Ashok Leyland Stile LS Optional"
"562","Ashok Leyland",899990,19.5,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Ashok Leyland Stile LX"
"563","Ashok Leyland",929990,19.5,7,"MUV","Diesel","Manual","No","No","No","No","Yes","No","No","Yes","Yes",2,"Ashok Leyland Stile LX Optional"
"564","Volkswagen",775700,22.07,5,"Hatchback","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Volkswagen Cross Polo 1.2 TDI"
"565","Tata",790000,10.71,7,"Minivans","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Tata Winger Platinum 7 Seater"
"566","Mahindra",802816,12.05,8,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","Yes","Yes",2,"Mahindra Scorpio EX BSIII"
"567","Mahindra",808956,13.5,5,"SUV","Diesel","Manual","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes",3,"Mahindra Scorpio Getaway"
"568","Mahindra",812438,12.05,8,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","Yes","Yes",2,"Mahindra Scorpio EX"
"569","Mahindra",869102,12.05,8,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","Yes","Yes",2,"Mahindra Scorpio LX BSIII"
"570","Mahindra",869517,12.05,8,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","Yes","Yes",2,"Mahindra Scorpio LX"
"571","Mahindra",906472,10.22,5,"SUV","Diesel","Manual","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes",3,"Mahindra Scorpio Getaway 4WD"
"572","Mahindra",991778,12.05,8,"SUV","Diesel","Manual","No","No","No","Yes","No","Yes","No","Yes","Yes",2,"Mahindra Scorpio Sle BSIII"
"573","Mahindra",998351,15.4,8,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","Yes","Yes",2,"Mahindra Scorpio LX 4X4"
"574","Mahindra",1001532,12.05,8,"SUV","Diesel","Manual","No","No","No","Yes","No","Yes","No","Yes","Yes",2,"Mahindra Scorpio SLE"
"575","Mahindra",1105046,12.05,8,"SUV","Diesel","Manual","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio VLX BSIII"
"576","Mahindra",1119995,12.05,8,"SUV","Diesel","Manual","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio Vlx"
"577","Mahindra",1128542,12.05,8,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio VLX Airbag BSIII"
"578","Mahindra",1135642,12.05,8,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio Vlx Air bag"
"579","Mahindra",1177965,11.79,8,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio VLX AT Airbag"
"580","Mahindra",1188764,15.4,8,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio VLX Special Edition"
"581","Mahindra",1235551,12.05,8,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio VLX 4WD Air bag"
"582","Mahindra",1281371,11.79,8,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Mahindra Scorpio VlX AT 4WD Airbag"
"583","Renault",815000,13.24,5,"SUV","Petrol","Manual","No","No","No","Yes","No","No","No","No","Yes",3,"Renault Duster Petrol RxE"
"584","Renault",890000,20.46,5,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",3,"Renault Duster 85PS Diesel RxE"
"585","Renault",946000,13.24,5,"SUV","Petrol","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Renault Duster Petrol RxL"
"586","Renault",990000,20.46,5,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",3,"Renault Duster 85PS Diesel RxL"
"587","Renault",1060000,20.46,5,"SUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",3,"Renault Duster 85PS Diesel RxL Plus"
"588","Renault",1079000,20.46,5,"SUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Renault Duster 85PS Diesel RxL Pack"
"589","Renault",1105000,19.01,5,"SUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Renault Duster 110PS Diesel RxL"
"590","Renault",1118000,20.46,5,"SUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Renault Duster 85PS Diesel RxL Optional with Nav"
"591","Renault",1165000,19.01,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Renault Duster 110PS Diesel RxZ"
"592","Renault",1213000,19.01,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Renault Duster 110PS Diesel RxZ Plus"
"593","Renault",1218000,19.01,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Renault Duster 110PS Diesel RXZ Optional with Nav"
"594","Mitsubishi",824000,13.17,5,"Sedan","Petrol","Manual","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3,"Mitsubishi Cedia Sports"
"595","Mitsubishi",890000,14.7,5,"Sedan","Petrol","Manual","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3,"Mitsubishi Cedia Select"
"596","Tata",877199,13.93,7,"SUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Tata New Safari DICOR 2.2 LX 4x2"
"597","Tata",999681,13.93,7,"SUV","Diesel","Manual","No","No","No","Yes","Yes","No","No","Yes","Yes",2,"Tata New Safari DICOR 2.2 EX 4x2"
"598","Tata",1145808,13.93,7,"SUV","Diesel","Manual","No","No","No","Yes","Yes","Yes","No","Yes","Yes",2,"Tata New Safari DICOR 2.2 GX 4x2"
"599","Tata",1265072,13.93,7,"SUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Tata New Safari DICOR 2.2 VX 4x2"
"600","Tata",1363107,13.93,7,"SUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Tata New Safari DICOR 2.2 VX 4x4"
"601","Nissan",878000,19.3,7,"MUV","Diesel","Manual","No","No","No","No","No","Yes","No","No","Yes",2,"Nissan Evalia XE"
"602","Nissan",922000,19.3,7,"MUV","Diesel","Manual","No","Yes","No","No","No","Yes","No","No","Yes",2,"Nissan Evalia XE Plus"
"603","Nissan",980000,19.3,7,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Nissan Evalia XL"
"604","Nissan",1005000,19.3,7,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Nissan Evalia XL Option"
"605","Nissan",1048000,19.3,7,"MUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Nissan Evalia XV"
"606","Nissan",1073000,19.3,7,"MUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Nissan Evalia XV Option"
"607","Force",899000,17,7,"SUV","Diesel","Manual","No","No","No","No","No","No","No","Yes","Yes",2,"Force One EX"
"608","Force",1170482,17,7,"SUV","Diesel","Manual","No","No","Yes","Yes","Yes","No","No","Yes","Yes",2,"Force One SX 7 Seating"
"609","Force",1178059,17,6,"SUV","Diesel","Manual","No","No","Yes","Yes","Yes","No","No","Yes","Yes",3,"Force One SX 6 Seating"
"610","Force",1220941,17,7,"SUV","Diesel","Manual","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",2,"Force One SX ABS 7 Seating"
"611","Force",1228516,17,6,"SUV","Diesel","Manual","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",3,"Force One SX ABS 6 Seating"
"612","Toyota",959472,12.99,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Toyota Innova 2.5 EV Diesel PS W/O A/C 8 BSIII"
"613","Toyota",964245,12.99,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Toyota Innova 2.5 EV Diesel PS W/O A/C 7 BSIII"
"614","Toyota",984472,12.99,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Toyota Innova 2.5 EV Diesel PS W/O A/C 8"
"615","Toyota",989245,12.99,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Toyota Innova 2.5 EV Diesel PS W/O A/C 7"
"616","Toyota",1011910,12.99,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","No",2,"Toyota Innova 2.5 EV Diesel PS 8 Seater BSIII"
"617","Toyota",1027991,11.4,8,"MUV","Petrol","Manual","No","No","No","Yes","No","No","No","No","Yes",2,"Toyota Innova 2.0 G (Petrol) 8 Seater"
"618","Toyota",1036910,12.99,8,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Toyota Innova 2.5 EV (Diesel) PS 8 Seater"
"619","Toyota",1041655,12.99,7,"MUV","Diesel","Manual","No","No","No","No","No","No","No","No","Yes",2,"Toyota Innova 2.5 EV (Diesel) PS 7 Seater"
"620","Toyota",1072528,12.99,7,"MUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",2,"Toyota Innova 2.5 G (Diesel) 7 Seater BSIII"
"621","Toyota",1077179,12.99,8,"MUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",2,"Toyota Innova 2.5 G (Diesel) 8 Seater BSIII"
"622","Toyota",1097528,12.99,7,"MUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",2,"Toyota Innova 2.5 G (Diesel) 7 Seater"
"623","Toyota",1102179,12.99,8,"MUV","Diesel","Manual","No","No","No","Yes","No","No","No","No","Yes",2,"Toyota Innova 2.5 G (Diesel) 8 Seater"
"624","Toyota",1167424,11.4,8,"MUV","Petrol","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Toyota Innova 2.0 GX (Petrol) 8 Seater"
"625","Toyota",1229939,12.99,7,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Toyota Innova 2.5 GX (Diesel) 7 Seater BSIII"
"626","Toyota",1234737,12.99,8,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Toyota Innova 2.5 GX (Diesel) 8 Seater BSIII"
"627","Toyota",1254939,12.99,7,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Toyota Innova 2.5 GX (Diesel) 7 Seater"
"628","Toyota",1259737,12.99,8,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Toyota Innova 2.5 GX (Diesel) 8 Seater"
"629","Toyota",1379794,11.4,8,"MUV","Petrol","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.0 VX (Petrol) 7 Seater"
"630","Toyota",1439028,12.99,7,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 VX (Diesel) 7 Seater BS III"
"631","Toyota",1443706,12.99,8,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 VX (Diesel) 8 Seater BSIII"
"632","Toyota",1464028,12.99,7,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 VX (Diesel) 7 Seater"
"633","Toyota",1468706,12.99,8,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 VX (Diesel) 8 Seater"
"634","Toyota",1493012,12.99,7,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 ZX Diesel 7 Seater BSIII"
"635","Toyota",1493012,12.99,7,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 Z Diesel 7 Seater BS III"
"636","Toyota",1518012,12.99,7,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 ZX Diesel 7 Seater"
"637","Toyota",1518012,12.99,7,"MUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Innova 2.5 Z Diesel 7 Seater"
"638","Nissan",959999,20.5,5,"SUV","Diesel","Manual","No","Yes","No","Yes","No","No","No","No","Yes",3,"Nissan Terrano XE 85 PS"
"639","Nissan",979300,13.2,5,"SUV","Petrol","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Nissan Terrano XL"
"640","Nissan",1066300,20.5,5,"SUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Nissan Terrano XL 85 PS"
"641","Nissan",1094050,20.5,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Nissan Terrano XL Plus 85 PS"
"642","Nissan",1133300,19,5,"SUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Nissan Terrano XL 110 PS"
"643","Nissan",1216350,19,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Nissan Terrano XV 110 PS"
"644","Nissan",1246350,19,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Nissan Terrano XV Premium 110 PS"
"645","Tata",998005,13.49,5,"MUV","Diesel","Manual","No","No","No","Yes","Yes","Yes","No","No","Yes",3,"Tata Xenon XT EX 4X2"
"646","Tata",1101592,13.49,5,"MUV","Diesel","Manual","No","No","No","Yes","Yes","Yes","No","No","Yes",3,"Tata Xenon XT EX 4X4"
"647","Tata",1017621,13.7,7,"MUV","Diesel","Manual","No","No","No","Yes","No","Yes","No","Yes","Yes",2,"Tata Aria Pure LX 4x2"
"648","Tata",1220012,13.7,7,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Tata Aria Pleasure 4x2"
"649","Tata",1424997,13.7,7,"MUV","Diesel","Manual","No","Yes","No","Yes","No","Yes","No","Yes","Yes",2,"Tata Aria Pleasure Fabric"
"650","Tata",1495016,13.7,7,"MUV","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Tata Aria Pride"
"651","Tata",1029363,14,7,"SUV","Diesel","Manual","No","No","No","No","No","Yes","No","No","Yes",2,"Tata Safari Storme LX"
"652","Tata",1086000,14,7,"SUV","Diesel","Manual","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2,"Tata Safari Storme Explorer Edition"
"653","Tata",1136697,14,7,"SUV","Diesel","Manual","No","No","No","No","No","Yes","No","Yes","Yes",2,"Tata Safari Storme EX"
"654","Tata",1302884,14,7,"SUV","Diesel","Manual","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes",2,"Tata Safari Storme VX"
"655","Tata",1433303,13.2,7,"SUV","Diesel","Manual","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes",2,"Tata Safari Storme VX 4WD"
"656","Mahindra",1095000,15.1,7,"SUV","Diesel","Manual","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2,"Mahindra XUV 500 W4"
"657","Mahindra",1217636,15.1,7,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",2,"Mahindra XUV 500 W6 2WD"
"658","Mahindra",1376687,15.1,7,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mahindra XUV 500 W8 2WD"
"659","Mahindra",1480195,15.1,7,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mahindra XUV 500 W8 4WD"
"660","Toyota",1209751,14.53,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","No","Yes","No","No","Yes",3,"Toyota Corolla Altis 1.8 JS"
"661","Toyota",1280084,21.43,5,"Sedan","Diesel","Manual","No","No","No","No","No","Yes","Yes","No","Yes",3,"Toyota Corolla Altis Diesel D4DJ"
"662","Toyota",1362461,21.43,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","No","Yes","Yes","No","Yes",3,"Toyota Corolla Altis Diesel D4D JS"
"663","Toyota",1374021,14.53,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Corolla Altis G"
"664","Toyota",1489475,21.43,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Corolla Altis Diesel D4DG"
"665","Toyota",1504324,14.53,5,"Sedan","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Corolla Altis G HV AT"
"666","Toyota",1522613,14.53,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Corolla Altis GL"
"667","Toyota",1624623,21.43,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Corolla Altis Diesel D4DGL"
"668","Toyota",1637858,14.53,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Corolla Altis VL"
"669","Hyundai",1282655,16.3,5,"Sedan","Petrol","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra S"
"670","Hyundai",1324259,22.7,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra CRDi Base"
"671","Hyundai",1397337,22.7,5,"Sedan","Diesel","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra CRDi S"
"672","Hyundai",1405760,16.3,5,"Sedan","Petrol","Manual","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra SX"
"673","Hyundai",1505762,14.5,5,"Sedan","Petrol","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra SX AT"
"674","Hyundai",1518334,22.7,5,"Sedan","Diesel","Manual","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra CRDi SX"
"675","Hyundai",1618333,19.5,5,"Sedan","Diesel","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Hyundai Neo Fluidic Elantra CRDi SX AT"
"676","Volkswagen",1360000,15,5,"Sedan","Petrol","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Jetta 1.4 TSI Trendline"
"677","Volkswagen",1493313,19.39,5,"Sedan","Diesel","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Jetta 2.0L TDI Trendline"
"678","Volkswagen",1507000,15,5,"Sedan","Petrol","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Jetta 1.4 TSI Comfortline"
"679","Volkswagen",1640970,19.39,5,"Sedan","Diesel","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Jetta 2.0L TDI Comfortline"
"680","Volkswagen",1810728,19.39,5,"Sedan","Diesel","Manual","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Jetta 2.0L TDI Highline"
"681","Volkswagen",1896392,16.36,5,"Sedan","Diesel","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Jetta 2.0L TDI Highline AT"
"682","Renault",1362000,20.4,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Renault Fluence Diesel E2"
"683","Renault",1522000,20.4,5,"Sedan","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Renault Fluence E4 D"
"684","Renault",1529000,13.4,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Renault Fluence Petrol E4"
"685","Chevrolet",1375580,17.3,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3,"Chevrolet Cruze LT"
"686","Chevrolet",1525573,17.3,5,"Sedan","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Chevrolet Cruze LTZ"
"687","Chevrolet",1615933,14.39,5,"Sedan","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Chevrolet Cruze LTZ AT"
"688","Skoda",1395000,16.8,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Skoda Octavia Active 1.4 TSI MT"
