"","Brand","Price..INR.","Mileage","Seating.Capacity","Vehicle.Type","Fuel.Type","Transmission","Parking.Sensor","Airbag","Cruise.Control","Keyless.Entry","Alloy.wheels","ABS","Climate.Control","Rear.AC.Vent","Power.Steering","cluster","name"
"689","Skoda",1495000,16.8,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Octavia Ambition 1.4 TSI MT"
"690","Skoda",1555000,20.6,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Skoda Octavia Active 2.0 TDI MT"
"691","Skoda",1655000,20.6,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Octavia Ambition 2.0 TDI MT"
"692","Skoda",1685000,14.7,5,"Sedan","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Octavia Ambition 1.8 TSI AT"
"693","Skoda",1755000,19.3,5,"Sedan","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Octavia Ambition 2.0 TDI AT"
"694","Skoda",1825000,14.7,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Octavia Elegance 1.8 TSI AT"
"695","Skoda",1945000,19.3,5,"Sedan","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Octavia Elegance 2.0 TDI AT"
"696","Skoda",1518828,17.7,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Skoda Yeti Active 4X2"
"697","Skoda",1599739,17.7,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Skoda Yeti Ambition 4X2"
"698","Skoda",1716865,17.67,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Skoda Yeti Ambition 4X4"
"699","Skoda",1881810,17.67,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Yeti Elegance"
"700","Maruti",1652875,12.45,5,"Sedan","Petrol","Manual","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Maruti Kizashi MT"
"701","Maruti",1752875,10,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Maruti Kizashi CVT"
"702","Skoda",1856525,13.1,5,"Sedan","Petrol","Manual","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Skoda Superb Ambition 1.8 TSI MT"
"703","Skoda",2045000,13.14,5,"Sedan","Petrol","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Superb Elegance 1.8 TSI MT"
"704","Skoda",2207000,13.67,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Superb Elegance 1.8 TSI AT"
"705","Skoda",2307876,17.2,5,"Sedan","Diesel","Automatic","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Skoda Superb Ambition 2.0 TDI CR AT"
"706","Skoda",2500000,13.7,5,"Sedan","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Skoda Superb Elegance 2.0 TDI CR AT"
"707","Hyundai",1899066,12,5,"Sedan","Petrol","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"New Hyundai Sonata 2.4 GDi MT"
"708","Hyundai",2107389,11.8,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"New Hyundai Sonata 2.4 GDi AT"
"709","Fod",1911000,11.4,7,"SUV","Diesel","Automatic","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Ford Endeavour 4x4 AT ALL Terrain Edition"
"710","Fod",1986083,13.1,7,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Ford Endeavour 4x2 MT"
"711","Fod",2133705,11.4,7,"SUV","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Ford Endeavour 3.0L AT 4x2"
"712","Fod",2311888,11.4,7,"SUV","Diesel","Automatic","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes",2,"Ford Endeavour 3.0L 4x4 AT"
"713","Mahindra",1925222,12.4,7,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mahindra Ssangyong Rexton RX5"
"714","Mahindra",2149390,11.18,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mahindra Ssangyong Rexton RX7"
"715","Honda",2044500,12.8,5,"Sedan","Petrol","Manual","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3,"Honda New Accord 2.4 M/T"
"716","Honda",2123600,11.7,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3,"Honda New Accord 2.4 A/T"
"717","Mitsubishi",2055000,11.3,5,"SUV","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mitsubishi Outlander SUV"
"718","Honda",2069741,13.7,5,"SUV","Petrol","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda CR V 2.0L 2WD MT"
"719","Honda",2164898,13.7,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda CR V 2.0L 2WD AT"
"720","Honda",2328612,12,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda CR V 2.4L 4WD AT"
"721","Honda",2477086,12,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Honda CR V 2.4L 4WD AT AVN"
"722","BMW",2090000,16.28,5,"Hatchback","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes",3,"BMW 1 Series 116i"
"723","BMW",2290000,20.58,5,"Hatchback","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes",3,"BMW 1 Series 118d Base"
"724","BMW",2590000,20.58,5,"Hatchback","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 1 Series 118d Sport Line"
"725","BMW",2990000,20.58,5,"Hatchback","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 1 Series 118d Sport Plus"
"726","Volkswagen",2122593,10.98,4,"Hatchback","Petrol","Automatic","No","Yes","No","No","Yes","Yes","Yes","No","Yes",3,"Volkswagen Beetle 2.0"
"727","Nissan",2163458,11.07,5,"Sedan","Petrol","Automatic","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Nissan Teana XL"
"728","Nissan",2547806,11.07,5,"Sedan","Petrol","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Nissan Teana XV"
"729","Volkswagen",2205826,18.33,5,"Sedan","Diesel","Manual","No","Yes","No","No","Yes","Yes","No","Yes","Yes",3,"Volkswagen Passat Diesel Trendline"
"730","Volkswagen",2528205,14.3,5,"Sedan","Diesel","Automatic","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Passat Diesel Comfortline AT"
"731","Volkswagen",2726351,18.33,5,"Sedan","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Passat Diesel Highline 2.0 TDI"
"732","Isuzu",2230000,10.3,7,"SUV","Diesel","Manual","No","Yes","No","No","Yes","Yes","No","Yes","Yes",2,"Isuzu MU 7 4x2"
"733","Toyota",2239802,13,7,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Fortuner 4x2 Manual"
"734","Toyota",2302713,13,7,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Fortuner 4x2 MT FY"
"735","Toyota",2340808,12.55,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Fortuner 4x2 AT"
"736","Toyota",2367867,12.55,7,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Fortuner 4x4 MT"
"737","Toyota",2403719,12.55,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Fortuner 4x2 AT TRD Sportivo"
"738","Nissan",2257316,14.42,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Nissan X Trail LE"
"739","Nissan",2511165,14.42,5,"SUV","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Nissan X Trail SLX MT"
"740","Nissan",2696116,13.29,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Nissan X Trail SLX AT"
"741","Maruti",2268064,10.4,5,"SUV","Petrol","Manual","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Maruti Grand Vitara 2.4 MT"
"742","Maruti",2460529,9.24,5,"SUV","Petrol","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Maruti Grand Vitara 2.4 AT"
"743","Mini Cooper",2350000,15.6,5,"Hatchback","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mini Cooper Countryman One"
"744","Mini Cooper",2560000,15.6,5,"Hatchback","Diesel","Automatic","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Mini Cooper Countryman D"
"745","Mini Cooper",2890000,15.6,5,"Hatchback","Diesel","Automatic","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes",3,"Mini Cooper Countryman D High"
"746","Mini Cooper",3420000,15.6,5,"Hatchback","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mini Cooper Countryman S"
"747","Hyundai",2360059,14.66,7,"SUV","Diesel","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Hyundai Santa Fe 4X2"
"748","Hyundai",2573547,14.66,7,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Hyundai Santa Fe 4X4"
"749","Hyundai",2669383,11.72,7,"SUV","Diesel","Automatic","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,"Hyundai Santa Fe 4x4 AT"
"750","Chevrolet",2365609,14.6,7,"SUV","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Chevrolet Captiva 2.2 MT 2WD"
"751","Chevrolet",2583609,12.12,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Chevrolet Captiva 2.2 AT AWD"
"752","Mercedes",2381600,20.06,5,"Hatchback","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz A Class A180 CDI"
"753","Mercedes",2466200,15.5,5,"Hatchback","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz A Class A180 Sport"
"754","Mitsubishi",2391000,13.5,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mitsubishi Pajero Sport Anniversary Edition"
"755","Mitsubishi",2391000,13.5,5,"SUV","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mitsubishi Pajero Sport 4X4"
"756","Renault",2399000,13.73,5,"SUV","Diesel","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Renault Koleos 2.0 Diesel"
"757","DC",2500000,10,2,"Coupe","Petrol","Manual","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",1,"DC Avanti 2.0 L"
"758","Toyota",2526540,12.98,5,"Sedan","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Toyota Camry 2.5 G"
"759","Toyota",2975000,19.16,5,"Sedan","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Toyota Camry Hybrid"
"760","Audi",2555000,17.71,5,"SUV","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q3 S Edition"
"761","Audi",3046000,11.72,5,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q3 2.0 TFSI"
"762","Audi",3154000,15.73,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q3 2.0 TDI quattro base grade"
"763","Audi",3585000,11.72,5,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q3 2.0 TFSI Quattro Premium Plus"
"764","Audi",3724000,15.73,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q3 2.0 TDI quattro high grade"
"765","Mercedes",2574000,18.98,5,"MUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz B Class B180 CDI"
"766","Mercedes",2657600,14.8,5,"MUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz B Class B180 Sports"
"767","Audi",2599000,16.55,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,"Audi A4 2.0 TDI Celebration Edition"
"768","Audi",3058000,15.64,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 1.8 TFSI"
"769","Audi",3069000,15.2,5,"Sedan","Diesel","Manual","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"New Audi A4 2.0 TDI Multitronic"
"770","Audi",3283000,15.64,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 1.8 TFSI Premium Plus"
"771","Audi",3361000,17.11,5,"Sedan","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 2.0 TDI 177 Bhp"
"772","Audi",3563000,15.64,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 1.8 TFSI Technology Edition"
"773","Audi",3586000,17.11,5,"Sedan","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 2.0 TDI 177 Bhp Premium Plus"
"774","Audi",3866000,17.11,5,"Sedan","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 2.0 TDI 177 Bhp Technology Edition"
"775","Audi",5471000,14.94,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 3.0 TDI Quattro Premium Plus"
"776","Audi",5751000,14.94,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A4 3.0 TDI Quattro Technology"
"777","Mini Cooper",2660000,15.6,5,"Hatchback","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Mini Cooper Hatch"
"778","Mini Cooper",2990000,13.6,4,"Hatchback","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Mini Cooper S"
"779","Mercedes",2799379,15.8,5,"Luxury","Diesel","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz New C Class C 220 CDI Elegance MT"
"780","Mercedes",2856300,14.84,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 220CDIBE Avantgarde Command"
"781","Mercedes",2856300,14.84,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 220 CDI Executive"
"782","Mercedes",2966181,14.84,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 220 CDI BE COR"
"783","Mercedes",3018700,11.7,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"New Mercedes Benz C Class C 200 CGI Elegance"
"784","Mercedes",3027900,11.7,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 200 BE Classic"
"785","Mercedes",3034900,14.84,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 220 CDI Sport Edition"
"786","Mercedes",3271880,11.74,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 200 CGI Avantgarde"
"787","Mercedes",3340500,14.94,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 250 CDI Elegance"
"788","Mercedes",3481280,14.84,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 220 CDI BE Avantgare"
"789","Mercedes",3573080,14.94,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 250 CDI Avantgarde"
"790","Mercedes",3949197,11.78,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz C Class C 220 CDI Celebration Edition"
"791","Mercedes",9272410,5,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Mercedes Benz C Class C 63 AMG"
"792","Volvo",2850000,16.81,5,"Hatchback","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo V40 D3"
"793","Caterham",2863000,8,2,"Convertible","Petrol","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Caterham 7 Classic"
"794","BMW",2890000,15.06,5,"SUV","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW X1 sDrive20d"
"795","BMW",3390000,15.06,5,"SUV","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW X1 sDrive 20d xLine"
"796","BMW",3390000,15.06,5,"SUV","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW X1 sDrive 20d Sportline"
"797","Volvo",2990000,21.7,5,"Luxury","Diesel","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3,"Volvo S60 D4 KINETIC"
"798","Volvo",3250000,21.7,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo S60 D4 SUMMUM"
"799","Volvo",3550000,21.7,5,"Sedan","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo S60 D5 SUMMUM"
"800","BMW",3040000,13.2,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 3 Series 320d"
"801","BMW",3450000,13.2,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 3 Series 320d Sport"
"802","BMW",3450000,13.2,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 3 Series 320d Luxury Line"
"803","BMW",3790000,13.2,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 3 Series 320d Luxury Plus"
"804","BMW",4020000,10.9,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 3 Series 328i Sport Line"
"805","BMW",8190000,8.2,4,"Convertible","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 3 Series 330d Convertible"
"806","Mini Cooper",3250000,15.6,4,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Mini Cooper Convertible 1.6"
"807","Volvo",3324000,16,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo S 80 D4 KINETIC"
"808","Volvo",3725000,16,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo S 80 D4 SUMMUM"
"809","Volvo",4099000,16,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo S 80 D5"
"810","Toyota",3730630,21,5,"Hybrid","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Prius Z5"
"811","Toyota",3897073,21,5,"Hybrid","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Toyota Prius Z6"
"812","Land Rover",3763000,12,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Land Rover Freelander 2 S Business Edition"
"813","Land Rover",3919023,12,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Land Rover Freelander 2 SE"
"814","Land Rover",4443436,12,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Land Rover Freelander 2 HSE"
"815","Volvo",4050000,20,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo XC60 D4 KINETIC"
"816","Volvo",4350000,18.8,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo XC60 D4 SUMMUM"
"817","Volvo",4655000,18.8,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volvo XC60 D5 Summum"
"818","Mitsubishi",4134000,11.56,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mitsubishi Montero 3.2 AT"
"819","Mercedes",4150000,18.6,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz E Class E 200 CGI"
"820","Mercedes",4448000,22,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz E Class E250 CDI Avantgarde"
"821","Mercedes",4990000,22,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz E Class E250 CDI Launch Edition"
"822","Mercedes",12900000,8.5,4,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Mercedes Benz E Class E 63 AMG"
"823","Audi",4238000,10.4,5,"Luxury","Petrol","Manual","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.8 FSI"
"824","Audi",4367000,9.2,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TFSI Premium"
"825","Audi",4436000,16.66,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TDI"
"826","Audi",4710000,16.66,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TDI Special Edition"
"827","Audi",4865000,9.2,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TFSI Premium Plus"
"828","Audi",4934000,16.66,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TDI Premium Plus"
"829","Audi",5100000,9.2,5,"Sedan","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TFSI Technology"
"830","Audi",5169000,16.66,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 2.0 TDI Technology"
"831","Audi",5549000,13.88,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 3.0 TDI Quattro"
"832","Audi",5723000,13.88,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 3.0 TDI Special Edition"
"833","Audi",6047000,13.88,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 3.0 TDI Quattro Premium Plus"
"834","Audi",6282000,13.88,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A6 3.0 TDI Quattro Technology"
"835","BMW",4290000,11.5,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 5 Series 520d Modern Line"
"836","BMW",4290000,11.5,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 5 Series 520d Luxury Line"
"837","BMW",4940000,16.73,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 5 Series 525d Luxury Line"
"838","BMW",5650000,16.2,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 5 Series 530d M Sport"
"839","Jaguar",4525257,13.53,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Jaguar XF S 2.2"
"840","Jaguar",4830000,10.8,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Jaguar XF 2.0 Litre Petrol"
"841","Jaguar",4837000,13.53,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Jaguar XF Diesel"
"842","Jaguar",5965175,12,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Jaguar XF 5.0 Litre V8 Petrol"
"843","Jaguar",7421090,12,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Jaguar XF R Supercharged 5.0 Litre V8 Petrol"
